,employee_id,company_id,dept,seniority,salary,join_date,quit_date
7284,151544.0,1,customer_service,29,121000.0,05.12.2014,2015-08-28
7285,575431.0,2,customer_service,23,119000.0,2012-12-24,2014-01-23
7286,178259.0,3,customer_service,13,61000.0,2012-01-09,2014-02-07
7287,47287.0,1,customer_service,16,130000.0,08.17.2015,
7288,738813.0,2,data_science,29,290000.0,2011-09-26,2014-12-05
7289,751202.0,1,customer_service,11,90000.0,05.04.2015,
7290,1006736,7,temp_contractor,0,9561.0,2010-09-27,2010-12-26
7291,550720.0,8,customer_service,2,20000.0,2015-12-03,
7292,430598.0,2,marketing,21,219000.0,2014-04-21,
7293,351322.0,7,data_science,12,182000.0,2014-11-24,
7294,1004534,10,temp_contractor,0,9551.0,2009-12-20,2010-03-20
7295,675404.0,6,customer_service,17,81000.0,2012-02-13,2013-02-08
7296,743557.0,6,engineer,18,226000.0,08.30.2012,
7297,230835.0,2,engineer,15,308000.0,2015-06-22,
7298,608973.0,2,marketing,19,188000.0,08.10.2015,
7299,388368.0,6,customer_service,10,69000.0,2011-08-29,2013-12-06
7300,436344.0,2,customer_service,2,23000.0,2011-07-11,2015-10-09
7301,618669.0,3,engineer,19,241000.0,2011-06-06,2015-04-17
7302,599669.0,7,marketing,20,149000.0,2014-05-19,
7303,876124.0,4,customer_service,26,91000.0,05.20.2013,2014-08-01
7304,1005864,6,temp_contractor,0,6190.0,2009-01-12,2009-04-12
7305,1009589,9,temp_contractor,0,5923.0,2010-11-06,2011-02-04
7306,856819.0,1,customer_service,5,74000.0,08.05.2013,2015-10-30
7307,1000813,10,temp_contractor,0,9556.0,2009-07-14,2009-10-12
7308,1009313,6,temp_contractor,0,8449.0,2009-09-25,2009-12-24
7309,797092.0,5,engineer,11,156000.0,09.19.2011,2013-07-05
7310,878638.0,7,data_science,25,241000.0,11.16.2015,
7311,1005952,9,temp_contractor,0,9608.0,2010-04-02,2010-07-01
7312,423900.0,2,customer_service,23,111000.0,07.06.2015,
7313,803887.0,1,customer_service,1,25000.0,2014-11-03,
7314,517984.0,10,engineer,11,173000.0,2015-03-02,
7315,991343.0,2,engineer,4,71000.0,2014-09-02,
7316,1007288,6,temp_contractor,0,5455.0,2007-08-27,2007-11-25
7317,1007628,3,temp_contractor,0,8882.0,2010-03-16,2010-06-14
7318,1004375,10,temp_contractor,0,8896.0,2008-05-19,2008-08-17
7319,160636.0,3,customer_service,20,120000.0,12.10.2012,2014-10-03
7320,230206.0,8,customer_service,3,24000.0,10.15.2012,2013-11-15
7321,1005583,10,temp_contractor,0,7174.0,2008-06-27,2008-09-25
7322,1000225,4,temp_contractor,0,5316.0,2007-03-04,2007-06-02
7323,1008782,9,temp_contractor,0,5649.0,2007-04-17,2007-07-16
7324,578847.0,6,customer_service,17,97000.0,2012-11-26,
7325,181177.0,5,engineer,24,,2012-07-09,2013-05-31
7326,417819.0,3,marketing,2,40000.0,2011-05-02,2012-05-18
7327,429567.0,9,customer_service,15,94000.0,11.26.2012,2015-09-18
7328,177058.0,8,marketing,28,164000.0,11.12.2012,2015-02-27
7329,79970.0,1,design,18,194000.0,2014-02-12,2015-01-16
7330,1003792,2,temp_contractor,0,5751.0,2007-12-27,2008-03-26
7331,403964.0,8,data_science,7,177000.0,2014-12-01,2015-10-16
7332,559602.0,5,engineer,11,130000.0,08.13.2014,
7333,1008936,9,temp_contractor,0,5968.0,2009-08-01,2009-10-30
7334,447323.0,1,engineer,7,215000.0,2013-03-05,2014-10-17
7335,1008763,8,temp_contractor,0,8567.0,2010-11-20,2011-02-18
7336,330192.0,1,sales,9,145000.0,2011-02-14,2012-03-09
7337,1006571,9,temp_contractor,0,6441.0,2010-07-10,2010-10-08
7338,710313.0,2,marketing,26,224000.0,2011-05-09,2012-03-09
7339,393468.0,8,customer_service,12,59000.0,2013-09-23,2014-08-15
7340,1005663,4,temp_contractor,0,6646.0,2009-02-22,2009-05-23
7341,113729.0,8,data_science,24,284000.0,2015-05-11,
7342,12491.0,4,customer_service,15,99000.0,2011-01-24,2013-02-01
7343,1001690,9,temp_contractor,0,6216.0,2007-01-12,2007-04-12
7344,677689.0,4,marketing,4,35000.0,2012-06-18,2014-04-25
7345,1004426,6,temp_contractor,0,7399.0,2009-10-26,2010-01-24
7346,1003769,3,temp_contractor,0,8941.0,2010-10-18,2011-01-16
7347,143392.0,1,engineer,14,153000.0,2013-07-11,
7348,664109.0,3,marketing,15,170000.0,09.08.2014,
7349,801238.0,1,data_science,12,200000.0,09.19.2011,2014-04-21
7350,1003632,6,temp_contractor,0,5895.0,2009-05-19,2009-08-17
7351,1000030,9,temp_contractor,0,5355.0,2010-01-11,2010-04-11
7352,1008440,6,temp_contractor,0,7606.0,2009-05-28,2009-08-26
7353,409657.0,3,engineer,3,67000.0,2013-10-14,2014-10-10
7354,129259.0,1,marketing,4,46000.0,2015-03-09,
7355,1007775,4,temp_contractor,0,9319.0,2007-08-04,2007-11-02
7356,598173.0,2,sales,12,143000.0,2015-11-09,
7357,954309.0,4,customer_service,9,69000.0,07.30.2012,2013-06-14
7358,371745.0,1,marketing,3,50000.0,2014-11-10,
7359,598446.0,5,customer_service,20,116000.0,2011-08-02,2013-12-13
7360,1003624,10,temp_contractor,0,6962.0,2008-10-21,2009-01-19
7361,1007505,3,temp_contractor,0,9093.0,2010-05-02,2010-07-31
7362,833202.0,5,marketing,14,113000.0,2011-02-14,2013-01-25
7363,715373.0,1,engineer,23,325000.0,2014-04-21,
7364,781562.0,1,engineer,10,208000.0,2012-04-09,2013-05-10
7365,1006849,3,temp_contractor,0,5931.0,2008-05-27,2008-08-25
7366,597863.0,4,data_science,15,207000.0,12.17.2014,
7367,1000906,2,temp_contractor,0,5424.0,2009-09-21,2009-12-20
7368,988243.0,1,data_science,29,367000.0,07.27.2015,
7369,255248.0,8,customer_service,9,65000.0,07.21.2014,2015-07-24
7370,1006987,5,temp_contractor,0,7615.0,2008-10-25,2009-01-23
7371,369520.0,2,customer_service,7,75000.0,2011-04-11,2014-12-12
7372,933974.0,2,marketing,27,191000.0,2014-01-21,
7373,435467.0,3,engineer,26,249000.0,12.30.2013,
7374,600823.0,1,marketing,20,208000.0,2013-11-11,
7375,259280.0,2,engineer,8,196000.0,2015-04-27,
7376,320243.0,3,data_science,24,251000.0,2013-09-03,2015-10-16
7377,92640.0,1,marketing,7,115000.0,2013-04-22,2015-01-16
7378,625865.0,10,engineer,25,251000.0,2015-11-02,
7379,26160.0,1,design,22,215000.0,02.26.2014,2015-05-29
7380,247684.0,2,design,26,200000.0,12.23.2013,
7381,797826.0,1,engineer,15,314000.0,01.31.2011,2012-01-06
7382,524861.0,1,data_science,8,178000.0,2015-08-10,
7383,467419.0,4,customer_service,19,96000.0,2014-07-28,
7384,203958.0,1,customer_service,28,107000.0,2013-04-15,2014-04-21
7385,447247.0,1,data_science,15,289000.0,2011-12-05,2014-03-21
7386,170146.0,4,engineer,8,141000.0,10.22.2012,2013-10-11
7387,959739.0,6,customer_service,29,75000.0,2014-10-08,
7388,1009796,4,temp_contractor,0,9619.0,2010-10-19,2011-01-17
7389,1001581,4,temp_contractor,0,5913.0,2008-03-20,2008-06-18
7390,1004302,4,temp_contractor,0,5643.0,2007-01-21,2007-04-21
7391,387044.0,1,data_science,6,213000.0,2012-10-29,2015-09-18
7392,1006582,3,temp_contractor,0,6227.0,2010-07-08,2010-10-06
7393,1001970,3,temp_contractor,0,8471.0,2008-08-14,2008-11-12
7394,31244.0,3,sales,7,106000.0,2015-11-23,
7395,961507.0,10,customer_service,11,57000.0,2011-12-27,2014-09-26
7396,1004688,9,temp_contractor,0,5433.0,2010-02-19,2010-05-20
7397,1003400,5,temp_contractor,0,6494.0,2007-05-07,2007-08-05
7398,1005268,7,temp_contractor,0,5305.0,2009-06-26,2009-09-24
7399,113349.0,1,customer_service,15,143000.0,01.20.2015,
7400,21722.0,6,marketing,27,159000.0,2015-08-25,
7401,590144.0,6,sales,29,155000.0,10.31.2011,2012-11-23
7402,12234.0,1,customer_service,29,120000.0,2011-08-29,2013-10-25
7403,972233.0,3,marketing,2,42000.0,2015-05-18,
7404,890167.0,8,sales,6,95000.0,2015-06-08,
7405,726481.0,1,data_science,7,208000.0,10.20.2014,
7406,471698.0,1,customer_service,3,33000.0,2014-01-13,2015-01-23
7407,591856.0,6,engineer,26,197000.0,05.06.2013,2014-03-12
7408,159398.0,2,marketing,15,201000.0,2012-04-09,2014-04-04
7409,74985.0,9,engineer,27,230000.0,2015-03-24,
7410,632378.0,5,engineer,20,214000.0,12.02.2013,2014-12-05
7411,1009936,6,temp_contractor,0,9975.0,2009-05-07,2009-08-05
7412,1009606,7,temp_contractor,0,9869.0,2009-12-13,2010-03-13
7413,124543.0,4,customer_service,10,69000.0,10.28.2013,
7414,1004324,1,temp_contractor,0,6358.0,2009-11-17,2010-02-15
7415,877393.0,5,sales,29,138000.0,10.14.2013,
7416,1005101,1,temp_contractor,0,9303.0,2007-12-15,2008-03-14
7417,946686.0,3,sales,20,138000.0,2012-07-05,
7418,925124.0,2,marketing,19,186000.0,2012-03-26,2013-03-08
7419,99046.0,4,design,13,104000.0,2014-01-21,
7420,927566.0,4,customer_service,1,24000.0,2015-10-12,
7421,819852.0,2,customer_service,6,79000.0,2013-09-16,2014-07-17
7422,1003574,4,temp_contractor,0,5235.0,2008-12-28,2009-03-28
7423,1006619,10,temp_contractor,0,8750.0,2009-07-05,2009-10-03
7424,591030.0,6,customer_service,26,93000.0,01.07.2013,2015-02-20
7425,838298.0,5,sales,10,112000.0,2013-04-08,
7426,114832.0,2,customer_service,27,134000.0,2012-10-08,2013-09-06
7427,86926.0,1,design,22,212000.0,2011-06-06,2015-06-05
7428,275165.0,1,customer_service,6,67000.0,2011-11-08,2012-10-18
7429,1000256,9,temp_contractor,0,7800.0,2010-08-08,2010-11-06
7430,1006536,3,temp_contractor,0,9225.0,2007-10-10,2008-01-08
7431,1000460,9,temp_contractor,0,8155.0,2007-12-26,2008-03-25
7432,806831.0,2,design,4,45000.0,2014-03-03,2015-05-15
7433,1003388,1,temp_contractor,0,6753.0,2010-09-04,2010-12-03
7434,727800.0,1,engineer,27,258000.0,02.07.2011,2013-12-27
7435,85284.0,1,sales,10,132000.0,02.19.2013,2014-02-28
7436,1006767,7,temp_contractor,0,6053.0,2007-08-27,2007-11-25
7437,896602.0,9,customer_service,15,113000.0,2014-10-13,2015-09-25
7438,907308.0,8,marketing,12,97000.0,2013-12-09,2014-11-21
7439,96079.0,1,marketing,17,204000.0,09.24.2012,2015-05-08
7440,728238.0,1,engineer,28,233000.0,2015-01-05,
7441,18082.0,2,data_science,19,294000.0,03.03.2014,2015-01-02
7442,815923.0,1,marketing,8,116000.0,2013-08-05,2014-10-03
7443,844234.0,4,data_science,13,152000.0,2012-03-05,
7444,261115.0,1,marketing,18,143000.0,11.23.2015,
7445,1005459,6,temp_contractor,0,8513.0,2010-02-05,2010-05-06
7446,628965.0,5,engineer,24,296000.0,2015-08-03,
7447,210342.0,1,data_science,22,298000.0,07.14.2014,
7448,490094.0,2,engineer,2,69000.0,06.08.2015,
7449,806405.0,2,customer_service,11,75000.0,2013-07-31,2015-09-18
7450,330865.0,8,marketing,6,107000.0,2013-11-11,2015-01-09
7451,725149.0,3,sales,3,42000.0,2012-06-18,2015-06-26
7452,943188.0,5,customer_service,3,22000.0,2014-12-08,
7453,1006085,10,temp_contractor,0,5704.0,2009-11-13,2010-02-11
7454,773209.0,5,data_science,18,225000.0,05.12.2014,
7455,1006954,4,temp_contractor,0,7057.0,2007-03-16,2007-06-14
7456,25062.0,9,marketing,2,43000.0,09.23.2013,
7457,391095.0,2,marketing,7,115000.0,12.09.2014,
7458,830201.0,6,marketing,24,148000.0,2011-04-04,2013-04-12
7459,16164.0,3,sales,2,43000.0,08.01.2011,2014-10-10
7460,602789.0,2,design,11,134000.0,2011-08-29,2012-07-06
7461,228612.0,3,customer_service,19,78000.0,12.07.2015,
7462,363733.0,9,data_science,3,48000.0,01.22.2013,2014-03-07
7463,126361.0,5,data_science,10,141000.0,2013-12-03,2015-10-09
7464,1003509,5,temp_contractor,0,5580.0,2007-07-28,2007-10-26
7465,415796.0,1,engineer,3,64000.0,09.02.2014,2015-07-17
7466,1008450,9,temp_contractor,0,6236.0,2009-06-08,2009-09-06
7467,1009183,2,temp_contractor,0,5485.0,2007-02-24,2007-05-25
7468,604231.0,9,customer_service,2,22000.0,2014-05-12,
7469,87255.0,3,customer_service,25,109000.0,2012-03-26,2013-02-01
7470,756990.0,1,engineer,20,319000.0,07.30.2012,2015-07-09
7471,565993.0,3,data_science,10,125000.0,2013-01-22,2014-01-17
7472,1007970,3,temp_contractor,0,7968.0,2009-02-08,2009-05-09
7473,528358.0,1,customer_service,3,28000.0,08.26.2015,
7474,755587.0,2,marketing,4,49000.0,2011-10-10,2014-06-20
7475,464927.0,4,engineer,10,146000.0,2012-11-05,2014-12-05
7476,1006858,7,temp_contractor,0,5468.0,2008-08-25,2008-11-23
7477,1004054,1,temp_contractor,0,8087.0,2009-07-02,2009-09-30
7478,900114.0,1,data_science,15,340000.0,10.03.2011,2013-08-02
7479,618855.0,8,marketing,15,136000.0,2015-11-23,
7480,1002463,5,temp_contractor,0,5813.0,2008-10-04,2009-01-02
7481,415527.0,5,sales,24,,2014-04-15,2015-03-27
7482,199164.0,6,customer_service,11,72000.0,2015-11-02,
7483,1004537,6,temp_contractor,0,5279.0,2008-04-22,2008-07-21
7484,198462.0,2,data_science,7,195000.0,09.08.2015,
7485,6289.0,5,customer_service,2,27000.0,01.24.2011,2013-12-27
7486,1002855,9,temp_contractor,0,9692.0,2007-11-22,2008-02-20
7487,290938.0,3,design,2,39000.0,2014-07-29,
7488,86213.0,1,engineer,21,309000.0,01.26.2015,
7489,1006388,2,temp_contractor,0,8102.0,2010-03-25,2010-06-23
7490,1009770,9,temp_contractor,0,8715.0,2008-03-02,2008-05-31
7491,1002754,1,temp_contractor,0,5743.0,2008-10-07,2009-01-05
7492,965803.0,1,sales,20,226000.0,2011-09-19,2013-09-20
7493,657635.0,7,marketing,10,99000.0,04.11.2011,2013-05-03
7494,819200.0,2,sales,18,205000.0,2014-01-27,
7495,1008495,4,temp_contractor,0,5324.0,2010-02-12,2010-05-13
7496,872992.0,3,sales,3,42000.0,02.02.2015,
7497,1003320,5,temp_contractor,0,9396.0,2008-12-08,2009-03-08
7498,604587.0,1,customer_service,11,71000.0,2015-03-16,
7499,754417.0,3,design,10,107000.0,2014-08-05,
7500,740536.0,7,customer_service,9,68000.0,2013-12-09,2014-11-14
7501,1009599,2,temp_contractor,0,5748.0,2010-05-25,2010-08-23
7502,832799.0,1,marketing,20,211000.0,2014-06-30,
7503,544692.0,2,customer_service,7,63000.0,2015-08-10,
7504,1007937,10,temp_contractor,0,5402.0,2007-06-03,2007-09-01
7505,420376.0,5,sales,4,30000.0,10.08.2014,
7506,272293.0,10,customer_service,14,78000.0,2011-03-28,2012-03-02
7507,811970.0,1,data_science,19,310000.0,2012-06-04,2013-11-01
7508,353698.0,2,engineer,22,361000.0,2013-06-24,2014-07-01
7509,272516.0,3,customer_service,22,102000.0,2014-09-29,2015-11-20
7510,493159.0,3,marketing,11,132000.0,2011-10-03,2013-08-09
7511,219597.0,1,data_science,12,198000.0,2015-08-31,
7512,533493.0,1,customer_service,10,69000.0,2014-01-13,2015-01-02
7513,1004578,9,temp_contractor,0,8863.0,2007-09-09,2007-12-08
7514,1004612,2,temp_contractor,0,5138.0,2009-11-14,2010-02-12
7515,287102.0,1,customer_service,19,114000.0,2014-10-06,2015-10-02
7516,1001283,8,temp_contractor,0,9283.0,2007-09-03,2007-12-02
7517,714738.0,9,customer_service,20,101000.0,2011-02-22,2015-08-28
7518,1006202,7,temp_contractor,0,8606.0,2008-10-09,2009-01-07
7519,1004707,9,temp_contractor,0,6295.0,2007-01-06,2007-04-06
7520,1000958,1,temp_contractor,0,8324.0,2009-01-06,2009-04-06
7521,7373.0,1,engineer,9,197000.0,01.26.2015,
7522,816541.0,1,engineer,9,206000.0,03.04.2013,
7523,478760.0,4,engineer,10,175000.0,2011-11-07,2012-12-28
7524,164152.0,1,customer_service,24,148000.0,2014-04-21,
7525,1006337,7,temp_contractor,0,9623.0,2008-03-14,2008-06-12
7526,136203.0,5,engineer,17,222000.0,08.13.2012,2014-07-07
7527,211982.0,7,customer_service,9,57000.0,2011-09-06,2013-08-16
7528,1008461,4,temp_contractor,0,5486.0,2010-04-05,2010-07-04
7529,884367.0,4,engineer,27,250000.0,2011-12-19,
7530,1006483,2,temp_contractor,0,5800.0,2010-02-01,2010-05-02
7531,1005824,9,temp_contractor,0,6619.0,2010-11-04,2011-02-02
7532,1004211,6,temp_contractor,0,8096.0,2010-02-21,2010-05-22
7533,1008831,1,temp_contractor,0,9585.0,2008-04-12,2008-07-11
7534,875193.0,3,sales,18,156000.0,2012-08-06,2014-11-07
7535,1008228,7,temp_contractor,0,5702.0,2008-10-20,2009-01-18
7536,1009267,5,temp_contractor,0,5298.0,2007-01-28,2007-04-28
7537,1009383,10,temp_contractor,0,9218.0,2010-12-04,2011-03-04
7538,435557.0,2,marketing,27,,2014-11-25,
7539,881861.0,8,customer_service,14,58000.0,2011-07-18,2015-04-10
7540,824727.0,7,sales,20,180000.0,2012-09-04,2013-08-30
7541,604335.0,8,customer_service,15,87000.0,01.14.2013,2014-10-03
7542,1008025,6,temp_contractor,0,8328.0,2010-09-17,2010-12-16
7543,113200.0,1,customer_service,1,29000.0,2014-11-03,
7544,682054.0,2,customer_service,7,77000.0,08.03.2015,
7545,589638.0,2,engineer,21,297000.0,2011-01-24,2012-12-21
7546,799002.0,3,design,3,45000.0,05.13.2013,2014-05-30
7547,883623.0,8,customer_service,15,93000.0,2013-11-25,2014-12-05
7548,651670.0,2,customer_service,14,77000.0,2013-07-08,
7549,489962.0,9,sales,24,191000.0,2014-07-28,
7550,586058.0,6,customer_service,27,99000.0,2014-03-31,
7551,633124.0,1,data_science,22,297000.0,12.01.2014,
7552,1004388,10,temp_contractor,0,7237.0,2010-02-08,2010-05-09
7553,412679.0,10,customer_service,11,62000.0,2013-10-14,2014-08-29
7554,971941.0,1,data_science,29,303000.0,2012-09-24,2013-09-13
7555,1002371,10,temp_contractor,0,5972.0,2008-12-24,2009-03-24
7556,1004133,10,temp_contractor,0,8427.0,2007-08-03,2007-11-01
7557,129074.0,4,marketing,6,97000.0,2015-07-27,
7558,43845.0,5,customer_service,9,68000.0,2013-10-09,
7559,494995.0,3,design,16,126000.0,2012-01-23,2015-09-11
7560,868281.0,1,customer_service,21,136000.0,2014-10-29,
7561,1003844,8,temp_contractor,0,9106.0,2010-11-03,2011-02-01
7562,125257.0,2,engineer,25,323000.0,2011-02-14,2013-05-10
7563,434490.0,4,customer_service,1,25000.0,11.19.2012,2015-01-20
7564,965215.0,1,design,23,201000.0,2014-12-09,
7565,747525.0,3,customer_service,19,99000.0,2011-07-18,2012-07-13
7566,619947.0,10,customer_service,20,93000.0,2011-09-12,2013-08-02
7567,135883.0,2,customer_service,20,115000.0,2014-04-14,2015-04-24
7568,942482.0,7,customer_service,13,58000.0,2011-11-23,2014-01-03
7569,535211.0,1,customer_service,14,88000.0,2012-12-10,
7570,709623.0,2,engineer,22,339000.0,2014-05-07,
7571,1005756,2,temp_contractor,0,6701.0,2010-06-05,2010-09-03
7572,140221.0,8,customer_service,4,22000.0,03.18.2014,
7573,951943.0,2,customer_service,8,81000.0,2013-03-18,
7574,345577.0,2,engineer,6,191000.0,10.21.2013,2014-11-13
7575,346746.0,1,customer_service,3,30000.0,2014-10-06,2015-10-30
7576,1002712,4,temp_contractor,0,7684.0,2007-05-25,2007-08-23
7577,933010.0,3,customer_service,11,57000.0,02.03.2014,
7578,385599.0,1,marketing,25,211000.0,2014-02-10,
7579,900109.0,3,design,21,179000.0,04.26.2011,2012-05-25
7580,777901.0,1,customer_service,7,84000.0,06.04.2012,2015-10-30
7581,807798.0,3,marketing,21,175000.0,2014-11-25,2015-10-30
7582,1007994,9,temp_contractor,0,8443.0,2010-03-25,2010-06-23
7583,523660.0,1,data_science,5,195000.0,2012-04-16,
7584,596215.0,4,customer_service,7,61000.0,2015-02-09,
7585,639227.0,1,data_science,16,280000.0,2014-08-18,
7586,1001676,9,temp_contractor,0,6539.0,2008-03-09,2008-06-07
7587,896994.0,7,engineer,26,259000.0,2012-01-30,2015-10-30
7588,639360.0,4,customer_service,6,57000.0,2013-07-29,2014-07-25
7589,15795.0,7,customer_service,11,67000.0,2013-01-28,2013-12-13
7590,864996.0,1,customer_service,8,85000.0,2015-09-28,
7591,940086.0,1,sales,12,119000.0,2014-09-15,
7592,331533.0,9,marketing,15,150000.0,12.19.2011,2012-12-28
7593,1000067,8,temp_contractor,0,6466.0,2007-04-13,2007-07-12
7594,926081.0,1,marketing,23,173000.0,2014-09-29,
7595,15808.0,10,engineer,17,273000.0,01.20.2015,
7596,600471.0,1,customer_service,3,30000.0,2012-05-14,
7597,523467.0,1,customer_service,17,106000.0,2013-09-30,2014-11-14
7598,329468.0,1,design,3,51000.0,2015-08-12,
7599,932276.0,1,marketing,10,138000.0,2012-08-22,2013-08-23
7600,162807.0,3,customer_service,13,64000.0,2013-11-20,
7601,617904.0,6,customer_service,9,72000.0,10.09.2013,
7602,1003722,2,temp_contractor,0,8818.0,2007-11-08,2008-02-06
7603,722041.0,1,sales,10,117000.0,2011-06-27,2012-07-13
7604,101422.0,1,customer_service,9,72000.0,10.15.2015,
7605,343033.0,1,sales,5,141000.0,2012-06-18,2013-05-10
7606,752833.0,7,engineer,21,246000.0,12.01.2014,
7607,128437.0,10,design,7,104000.0,2015-11-09,
7608,1007618,7,temp_contractor,0,6568.0,2007-09-25,2007-12-24
7609,202072.0,5,data_science,10,148000.0,2013-07-29,2014-08-08
7610,125573.0,8,sales,5,98000.0,2011-10-31,2014-08-22
7611,1001621,7,temp_contractor,0,7708.0,2010-02-04,2010-05-05
7612,597257.0,1,marketing,18,208000.0,2015-01-26,
7613,591983.0,3,customer_service,10,65000.0,09.17.2012,2013-10-04
7614,507252.0,6,customer_service,16,86000.0,01.26.2015,2015-11-27
7615,591087.0,2,engineer,9,243000.0,01.13.2014,2015-01-02
7616,1005998,3,temp_contractor,0,7917.0,2008-05-17,2008-08-15
7617,1007404,2,temp_contractor,0,5730.0,2008-11-18,2009-02-16
7618,1005495,3,temp_contractor,0,9361.0,2008-07-05,2008-10-03
7619,176931.0,2,engineer,25,314000.0,01.30.2012,2015-01-02
7620,880474.0,2,customer_service,20,125000.0,08.13.2012,2014-07-18
7621,78608.0,1,customer_service,16,135000.0,2012-07-02,2014-05-30
7622,1006993,9,temp_contractor,0,8888.0,2007-09-20,2007-12-19
7623,856969.0,2,sales,19,191000.0,04.27.2015,
7624,1000613,8,temp_contractor,0,8255.0,2010-11-02,2011-01-31
7625,342879.0,1,data_science,5,204000.0,2013-10-21,
7626,1009201,4,temp_contractor,0,8944.0,2009-04-07,2009-07-06
7627,19632.0,1,customer_service,26,128000.0,2012-09-04,2013-08-09
7628,1004784,9,temp_contractor,0,5221.0,2007-06-28,2007-09-26
7629,418807.0,4,customer_service,25,96000.0,2012-05-16,2015-02-20
7630,1001512,6,temp_contractor,0,5673.0,2009-12-20,2010-03-20
7631,409081.0,1,design,9,130000.0,2011-11-07,2012-11-09
7632,342708.0,1,sales,21,191000.0,2011-12-19,
7633,457266.0,1,sales,21,217000.0,07.18.2011,2012-06-14
7634,234888.0,4,marketing,3,36000.0,2011-10-03,2014-01-24
7635,77338.0,7,customer_service,15,98000.0,2012-04-30,2013-06-14
7636,874202.0,2,customer_service,13,80000.0,2014-03-24,2015-03-06
7637,412751.0,5,engineer,10,134000.0,10.14.2013,
7638,1003250,1,temp_contractor,0,7517.0,2010-04-17,2010-07-16
7639,667622.0,1,customer_service,24,136000.0,04.11.2011,2013-05-10
7640,824976.0,1,data_science,10,215000.0,2013-07-08,
7641,17403.0,2,design,14,140000.0,12.10.2012,2013-11-29
7642,1004108,1,temp_contractor,0,5823.0,2010-02-27,2010-05-28
7643,847412.0,1,data_science,28,224000.0,2015-02-23,
7644,998150.0,2,engineer,20,316000.0,2013-03-25,
7645,616403.0,4,design,2,38000.0,12.29.2014,
7646,402289.0,9,sales,13,105000.0,2012-12-17,2014-01-03
7647,82233.0,1,customer_service,8,81000.0,05.19.2014,2015-05-08
7648,218768.0,1,sales,16,173000.0,2013-04-08,2014-02-21
7649,1006581,7,temp_contractor,0,5875.0,2009-04-26,2009-07-25
7650,1003829,5,temp_contractor,0,7127.0,2007-10-09,2008-01-07
7651,132982.0,2,customer_service,7,80000.0,10.13.2015,
7652,680608.0,4,data_science,23,208000.0,2012-10-08,2015-10-30
7653,1004566,3,temp_contractor,0,9762.0,2009-11-12,2010-02-10
7654,597532.0,4,engineer,13,158000.0,05.13.2013,
7655,128102.0,1,sales,9,163000.0,2013-04-22,2014-05-30
7656,175464.0,10,marketing,5,103000.0,2012-07-10,2013-05-28
7657,1001674,2,temp_contractor,0,7582.0,2007-04-22,2007-07-21
7658,485712.0,1,sales,18,190000.0,2012-10-31,2015-09-11
7659,1000354,8,temp_contractor,0,7437.0,2008-05-24,2008-08-22
7660,644310.0,1,data_science,10,200000.0,2013-03-27,
7661,787833.0,7,customer_service,21,112000.0,2015-03-18,
7662,1008791,7,temp_contractor,0,6939.0,2009-03-28,2009-06-26
7663,844212.0,10,marketing,29,155000.0,2011-07-18,2014-06-27
7664,131831.0,1,data_science,26,296000.0,2015-10-19,
7665,1003184,4,temp_contractor,0,8397.0,2009-04-11,2009-07-10
7666,375979.0,1,engineer,6,189000.0,2012-11-27,2014-09-26
7667,1007787,2,temp_contractor,0,9203.0,2008-07-27,2008-10-25
7668,628248.0,10,design,2,46000.0,2013-10-14,2014-11-14
7669,573147.0,9,customer_service,23,76000.0,2015-03-09,
7670,334524.0,3,customer_service,28,96000.0,2013-07-01,2015-06-26
7671,628005.0,4,customer_service,19,81000.0,2012-01-09,2013-03-08
7672,383954.0,10,sales,28,175000.0,2013-01-28,2014-01-17
7673,1009809,2,temp_contractor,0,6891.0,2009-03-02,2009-05-31
7674,703376.0,9,customer_service,2,20000.0,2012-05-29,2014-07-09
7675,211306.0,10,customer_service,21,82000.0,05.27.2014,
7676,616320.0,1,engineer,12,193000.0,2012-04-23,2014-01-31
7677,576088.0,6,marketing,23,143000.0,2014-07-09,2015-05-22
7678,719368.0,6,customer_service,8,66000.0,2015-07-13,
7679,856806.0,1,customer_service,27,112000.0,2012-07-02,2014-08-01
7680,36538.0,4,data_science,6,165000.0,08.26.2013,2014-08-15
7681,978385.0,4,customer_service,8,58000.0,2011-03-14,2012-01-13
7682,297870.0,4,sales,18,174000.0,11.14.2011,2013-02-15
7683,190068.0,1,sales,15,206000.0,2013-03-18,2015-03-20
7684,899577.0,4,sales,10,114000.0,2013-10-03,2015-08-28
7685,296649.0,4,data_science,13,136000.0,2011-12-27,2015-03-06
7686,375900.0,8,sales,3,42000.0,2015-11-23,
7687,367395.0,4,data_science,29,274000.0,08.04.2014,
7688,96975.0,1,engineer,21,300000.0,2011-06-27,2015-09-18
7689,1002485,6,temp_contractor,0,8887.0,2008-09-22,2008-12-21
7690,159361.0,1,sales,29,168000.0,05.11.2015,
7691,1006017,6,temp_contractor,0,8579.0,2008-02-11,2008-05-11
7692,1006888,5,temp_contractor,0,9574.0,2008-05-07,2008-08-05
7693,253753.0,5,marketing,3,40000.0,2013-02-25,
7694,1000521,8,temp_contractor,0,7856.0,2009-10-06,2010-01-04
7695,787317.0,2,sales,12,117000.0,2013-07-30,
7696,1003062,7,temp_contractor,0,7517.0,2010-02-22,2010-05-23
7697,829785.0,6,customer_service,21,94000.0,2012-08-13,2013-08-30
